"rank","name","industry","revenue","three_years_growth_percent","workers","founded","yrs_on_list","state","metro","city","url"
"3480","WebMechanix","Advertising & Marketing",5,0.101,45,2009,"5","MD","Baltimore","Columbia","webmechanix.com"
"3481","Risk International Services","Business Products & Services",22.9,0.101,77,1986,"4","OH",NA,"Fairlawn","riskinternational.com"
"3482","ThinkShout","IT System Development",5.5,0.101,36,1997,"5","OR",NA,"Portland","thinkshout.com"
"3483","AArete","Business Products & Services",51.7,0.101,225,2008,"4","IL","Chicago","Chicago","aarete.com"
"3484","Aeroflow Healthcare","Health",117.9,0.101,318,2001,"4","NC","Asheville","Asheville","aeroflowinc.com"
"3485","Softdocs","Software",14.5,0.101,88,1998,"5","SC","Columbia","Columbia","softdocs.com"
"3486","Liberty POST","Health",17.4,0.101,475,2010,"2","NY",NA,"Syracuse","liberty-post.com"
"3487","ULTIMOVALUE.COM","Consumer Products & Services",37.1,0.101,54,2006,"5","CA","San Diego","Poway","mount-it.com"
"3488","Foundant Technologies","Software",8.1,0.101,96,2007,"6","MT",NA,"Bozeman","foundant.com"
"3489","NorCal Ambulance","Health",34.5,0.101,497,2005,"3","CA","San Francisco","Livermore","http://norcalambulance.com"
"3490","1Point21 Interactive","Advertising & Marketing",11.2,0.101,47,2005,"4","CA","San Diego","San Diego","1point21interactive.com"
"3491","Sportique","Retail",6.2,0.101,10,2009,"4","CA","San Francisco","San Francisco","sportique.com"
"3492","Winslow Technology Group","IT Management",36.5,0.101,41,2003,"8","MA","Boston","Waltham","winslowtg.com"
"3493","Persons Services Corp","Construction",26.8,0.101,105,1978,"1","AL",NA,"Mobile","personsservices.com"
"3494","DB Services","Software",4.4,0.101,26,2003,"1","IN","Indianapolis","Indianapolis","dbservices.com"
"3495","Wonita International","Consumer Products & Services",4.9,0.101,25,2011,"1","CA","San Jose","San Jose","danzia.com"
"3496","PURE Group of Insurance Companies","Insurance",983.3,0.1,650,2006,"1","NY","New York City","White Plains","pureinsurance.com"
"3497","Jakt","IT System Development",3.9,0.1,27,2012,"1","NY","New York City","New York","byjakt.com"
"3498","Relationship One","Advertising & Marketing",7.7,0.1,46,2009,"3","MN","Minneapolis","Minneapolis","relationshipone.com"
"3499","Plasticard Locktech International","Manufacturing",182.3,0.1,1036,1988,"10","NV","Las Vegas","North Las Vegas","plicards.com"
"3500","Koch","Government Services",7.1,0.1,15,2001,"1","CA",NA,"Penn Valley","kochinc.com"
"3501","LoadDelivered","Logistics & Transportation",165.6,0.1,119,2008,"7","IL","Chicago","Chicago","loaddelivered.com"
"3502","PrepNow","Education",4.5,0.1,20,2011,"4","MA","Boston","Boston","prepnow.com"
"3503","Orange Aluminum","Construction",4.1,0.1,11,2007,"4","CA","Los Angeles","Laguna Niguel","http://orangealuminum.com"
"3504","919 Marketing","Advertising & Marketing",5.5,0.1,22,1996,"3","NC","Durham","Holly Springs","919marketing.com"
"3505","Clean Fuels National","Environmental Services",11.6,0.1,98,2001,"2","IN",NA,"Petroleum","cleanfuelsnational.com"
"3506","Supply Solutions","Business Products & Services",12.9,0.1,27,2005,"5","CA","Los Angeles","Cerritos","casupplysolutions.com"
"3507","3Sixty Integrated","Security",18.3,0.1,55,2002,"1","TX","San Antonio","San Antonio","3sixtyintegrated.com"
"3508","Moda Light","Manufacturing",14.4,0.1,30,2005,"3","NV","Las Vegas","Las Vegas","http://modalight.com"
"3509","WheelsOnsite USA","Business Products & Services",6.2,0.1,80,2007,"6","VA","Washington","Sterling","wheelsonsite.com"
"3510","G&N Insurance","Insurance",3.8,0.1,32,2010,"3","MA",NA,"Southborough","insurewithgn.com"
"3511","Walton Contractors","Construction",4,0.1,18,2012,"3","IL","Chicago","Berwyn","walton-contractors.com"
"3512","Sellmark","Consumer Products & Services",58.3,0.1,83,2000,"3","TX","Dallas","Mansfield","sellmark.net"
"3513","Fulcrum Digital","IT System Development",20.5,0.1,1000,1999,"1","NJ","New York City","Jersey City","fulcrumdigital.com"
"3514","Eagle Business Credit","Financial Services",3.6,0.1,12,2013,"2","GA","Atlanta","Woodstock","eaglebusinesscredit.com"
"3515","FirstLight HomeCare Franchising","Health",7.7,0.1,32,2009,"5","OH","Cincinnati","Cincinnnati","firstlighthomecare.com"
"3516","Stryker Construction","Construction",6.2,0.1,13,2011,"3","MO","St. Louis","St. Louis","strykerconstruction.net"
"3517","The Quintin Group @ Keller Williams","Real Estate",2.1,0.1,20,1992,"1","NJ",NA,"Ocean City","thequintingroup.com"
"3518","Zensa","IT Management",2.3,0.1,50,2014,"1","WA","Seattle","Redmond","zensa.co"
"3519","Contract Exteriors","Construction",30.3,0.1,69,2009,"2","SC",NA,"Murrells Inlet","contractexteriors.com"
"3520","Hayden Outdoors","Real Estate",8.7,0.1,85,1976,"1","CO",NA,"Windsor","haydenoutdoors.com"
"3521","Reliable Staffing Services","Human Resources",10.4,0.1,2300,2006,"1","OH",NA,"Jackson","rssstaffing.com"
"3522","Elite Auctions","Real Estate",3,0.1,31,2014,"1","FL",NA,"Naples","eliteauctions.com"
"3523","Rugo Machine Shop Services","Manufacturing",4.6,0.1,30,2006,"2","AZ","Phoenix","Phoenix","rugomachineshop.com"
"3524","Metronome","Government Services",19.6,0.099,136,2011,"4","VA","Washington","Fairfax","wearemetronome.com"
"3525","YapStone","Financial Services",320.2,0.099,404,1999,"12","CA","San Francisco","Walnut Creek","yapstone.com"
"3526","Swampfox Technologies","Telecommunications",12.2,0.099,60,2009,"4","SC","Columbia","Columbia","swampfoxinc.com"
"3527","Fire Equipment","Construction",21.7,0.099,120,1928,"2","MA","Boston","Medford","feinewengland.com"
"3528","Blink UX","Business Products & Services",19.7,0.099,108,2000,"6","WA","Seattle","Seattle","blinkux.com"
"3529","CTC Events and Productions","Travel & Hospitality",4.7,0.099,5,2008,"1","VA","Washington","Fairfax","ctc-events.com"
"3530","Ice Now","Manufacturing",4.3,0.099,28,2009,"3","AZ","Phoenix","Phoenix","icenow.com"
"3531","New Law Business Model","Education",3,0.099,7,2011,"2","CA","Los Angeles","Renson","newlawbusinessmodel.com"
"3532","49er Communications","Telecommunications",5.2,0.099,4,1997,"7","CA",NA,"Nevada City","49ercommunications.com"
"3533","Cache Private Capital","Financial Services",9.6,0.099,8,2008,"3","UT","Provo-Orem","Lehi","cacheprivatecapital.com"
"3534","ODW Logistics & Transportation Services","Logistics & Transportation",84.1,0.099,71,2009,"7","OH","Cincinnati","Hamilton","odwlogistics.com"
"3535","Web River Group","Retail",42.3,0.099,28,2001,"2","FL","Tampa","Tampa","4wheelonline.com"
"3536","Steele & Freeman Construction Managers","Construction",87.2,0.099,60,1979,"1","TX","Dallas","Fort Worth","steelefreeman.com"
"3537","Momentum Factor","Software",3.9,0.099,9,2010,"3","TX","Austin","Austin","momofactor.com"
"3538","Hoyos Consulting","Telecommunications",2.5,0.099,7,2010,"1","WI","Madison","Mcfarland","hoyosconsulting.com"
"3539","Charles IT","IT Management",5.5,0.099,22,2006,"5","CT",NA,"Middletown","charlesit.com"
"3540","Start to End Networks","IT Management",3.4,0.099,16,2009,"1","VA","Washington","Vienna","starttoendnetworks.com"
"3541","Health & Rehab Solutions","Health",3,0.099,28,2012,"3","MT",NA,"Kalispell","http://healthrehabsolutions.com"
"3542","The BOSS - The Builders Outlet Super Store","Retail",11.4,0.099,25,2008,"5","TX","Dallas","Dallas","shoptheboss.com"
"3543","Camp Run-a-Mutt","Consumer Products & Services",10.5,0.099,300,2010,"3","CA","San Diego","San Diego","http://camprunamutt.com"
"3544","Sequoia Financial Group","Financial Services",17.3,0.099,73,1991,"6","OH",NA,"Akron","sequoia-financial.com"
"3545","Boss Logistics","Logistics & Transportation",7.3,0.099,14,2013,"2","KY","Cincinnati","Newport","bosslgx.com"
"3546","Karins and Associates","Engineering",7.3,0.099,52,1973,"3","DE","Philadelphia","Newark","karinsengineering.com"
"3547","Nonprofit HR Solutions","Human Resources",7.8,0.099,38,2000,"1","DC","Washington","Washington","nonprofithr.com"
"3548","Triple Crown Construction","Construction",20.5,0.099,23,1991,"1","MD","Washington","Frederick","triplecrownconstruction.com"
"3549","Sea Bags","Business Products & Services",9.8,0.099,110,1999,"1","ME",NA,"Portland","seabags.com"
"3550","JCAL Holdings","Consumer Products & Services",2.3,0.099,48,2010,"10","FL","Miami","Delray Beach","https://www.collegehunkshaulingjunk.com/palm-beach-county"
"3551","We Insure","Insurance",15.9,0.099,65,2009,"3","FL","Jacksonville","Jacksonville","weinsuregroup.com"
"3552","EcoMark Solar","Energy",20,0.098,155,2010,"2","CO","Denver","Denver","ecomarksolar.com"
"3553","Tellerex","Business Products & Services",6.1,0.098,10,2013,"1","GA","Atlanta","Marietta","tellerex.com"
"3554","Greenwich Medical Spa","Consumer Products & Services",8.3,0.098,23,2004,"1","CT","Bridgeport-Stamford-Norwalk","Riverside","greenwichmedicalspa.com"
"3555","Walsingham Group","Government Services",11.2,0.098,108,2008,"4","NC",NA,"Fayetteville","walsinghamgroup.com"
"3556","Solution Source","Construction",6.5,0.098,48,2010,"5","FL","Tampa","Plant City","mysolutionsource.com"
"3557","FirstMile","Logistics & Transportation",75,0.098,44,2011,"3","UT","Salt Lake City","Salt Lake City","firstmile.com"
"3558","Crescent Homes","Real Estate",138.8,0.098,79,2009,"3","SC","Charleston","Charleston","crescenthomes.net"
"3559","The Branding Agency Powered by Proforma","Business Products & Services",6.1,0.098,17,2014,"2","VA","Richmond","Richmond","branding-proforma.com"
"3560","Insight2Profit","Business Products & Services",30,0.098,101,2006,"8","OH","Cleveland","Cleveland","http://insight2profit.com"
"3561","Kyber Security","IT Management",5.8,0.098,25,2015,"2","CT","Bridgeport-Stamford-Norwalk","Fairfield","kybersecure.com"
"3562","Bases Loaded","Retail",9.7,0.098,25,1997,"5","CA","Sacramento","Rancho Cordova","ebasesloaded.com"
"3563","Occu-Tec","Environmental Services",4.6,0.098,23,1983,"1","MO","Kansas City","North Kansas City","http://occutec.com"
"3564","Enhanced Veterans Solutions","Government Services",10.6,0.098,47,2007,"4","VA","Washington","Fairfax","enhancedvets.com"
"3565","CheckAlt","Financial Services",30.1,0.098,260,2004,"1","CA","Los Angeles","Los Angeles","checkalt.com"
"3566","Entara","IT Management",7.8,0.098,50,2001,"1","IL","Chicago","Chicago","entaracorp.com"
"3567","Hernandez Construction","Construction",54.8,0.098,30,2002,"1","FL","Miami","Fort Lauderdale","hernandez-group.com"
"3568","Optima Tax Relief","Financial Services",108.4,0.098,574,2011,"5","CA","Los Angeles","Santa Ana","optimataxrelief.com"
"3569","Allworld Project Management","Engineering",5.1,0.098,47,2010,"1","TN",NA,"Memphis","allworldpm.com"
"3570","Coranet","Telecommunications",84.7,0.098,79,2004,"4","NY","New York City","New York","coranet.com"
"3571","J.S. Goray","Construction",2.3,0.098,15,1993,"1","IL","Chicago","Wauconda","jsgoray.com"
"3572","Axis Global Enterprises","Government Services",11.5,0.098,38,2009,"4","VA","Virginia Beach","Virginia Beach","axisge.com"
"3573","Louisville Geek","IT Management",15.9,0.098,82,2004,"1","KY","Louisville/Jefferson County","Louisville","louisvillegeek.com"
"3574","Merrimak Capital Company","Financial Services",166.5,0.098,40,1991,"5","CA","San Francisco","Novato","merrimak.com"
"3575","Occams Advisory","Business Products & Services",5.1,0.098,8,2012,"4","MD","New York City","Baltimore","occamsadvisory.com"
"3576","Dynamic Solutions Worldwide","Consumer Products & Services",24.9,0.098,26,2010,"3","WI","Milwaukee","Milwaukee","http://dynatrap.com"
"3577","Swag Promo","Advertising & Marketing",5.1,0.098,12,2012,"1","GA","Atlanta","Atlanta","orderswag.net"
"3578","Ubiquity Global Services","Business Products & Services",32.7,0.098,2900,2012,"3","NY","New York City","New York","ubiquitygs.com"
"3579","Launch Leads","Business Products & Services",3.2,0.098,52,2009,"3","UT","Salt Lake City","Salt Lake City","launchleads.com"
"3580","Skysis","Health",7.3,0.098,20,2011,"4","AZ","Phoenix","Scottsdale","skysis.com"
"3581","Polymer Solutions International","Manufacturing",30.3,0.098,21,1997,"1","PA","Philadelphia","Newtown Square","prostack.com"
"3582","Talroo","Human Resources",66.3,0.098,90,2008,"6","TX","Austin","Austin","talroo.com"
"3583","Homestar Financial","Financial Services",92.7,0.098,569,2001,"4","GA",NA,"Gainesville","homestarfc.com"
"3584","Fuel Medical Group","Health",21.1,0.098,93,2010,"6","WA",NA,"Camas","fuelmedical.com"
"3585","McKee Homes","Construction",68.5,0.098,55,2010,"6","NC","Raleigh","Fayetteville","mckeehomesnc.com"
"3586","Tamarack Consulting","Software",4.5,0.098,27,2001,"4","MN","Minneapolis","Minneapolis","tamarackconsulting.com"
"3587","ProcureAbility","Human Resources",10.9,0.098,56,1996,"1","FL","Jacksonville","Jacksonville","procureability.com"
"3588","Exegistics","Logistics & Transportation",12.7,0.098,359,2008,"3","IL","Chicago","Chicago","exegistics.com"
"3589","Trabus Technologies","Government Services",5.5,0.097,38,2010,"5","CA","San Diego","San Diego","trabus.com"
"3590","Thorburn Associates","Engineering",3,0.097,21,1992,"2","NC","San Francisco","Morrisville","ta-inc.com"
"3591","503 Motoring","Retail",2.3,0.097,12,2001,"1","OR",NA,"Beaverton","503motoring.com"
"3592","AMR Care Group","Health",2.2,0.097,68,2003,"1","NY","New York City","Jericho","amrcaregroup.com"
"3593","TopRight","Advertising & Marketing",3.1,0.097,25,2007,"1","GA","Atlanta","Atlanta","toprightpartners.com"
"3594","CART MART","Retail",21.7,0.097,104,1959,"3","CA","San Diego","San Marcos","cartmart.com"
"3595","TekStream Solutions","IT System Development",31.2,0.097,177,2011,"5","GA","Atlanta","Atlanta","tekstream.com"
"3596","Transportation Insight","Logistics & Transportation",2300,0.097,486,1999,"12","NC",NA,"Hickory","http://transportationinsight.com"
"3597","GRAYBOX","Advertising & Marketing",5.9,0.097,34,2009,"4","OR",NA,"Portland","grayboxpdx.com"
"3598","Vector Media Group","Advertising & Marketing",13,0.097,51,2008,"7","NY","New York City","New York","vectormediagroup.com"
"3599","Applied Design","Advertising & Marketing",2.5,0.097,9,2013,"1","NY","New York City","New York","helloapplied.com"
"3600","Edge Financial","Financial Services",19.3,0.097,125,2001,"2","CA","Los Angeles","Encino","edgefinancial.com"
"3601","ABIP CPAs","Financial Services",12.5,0.097,96,2005,"6","TX","Houston","Houston","abipcpa.com"
"3602","5","Energy",15.9,0.097,29,2011,"4","TX","Dallas","Irving","energyby5.com"
"3603","Sweb Development","Advertising & Marketing",2.2,0.097,17,2008,"2","TX","San Antonio","San Antonio","swebdevelopment.com"
"3604","Fidelity PartnersMedical Staffing","Government Services",4,0.097,43,2002,"1","TX","San Antonio","San Antonio","fidelitypartners.org"
"3605","Superior Logistics Solutions","Logistics & Transportation",10,0.097,20,2009,"1","MI","Detroit","Lake Orion","gosls.com"
"3606","Pacific Companies","Health",14.2,0.097,43,2001,"4","CA","Los Angeles","Aliso Viejo","pacificcompanies.com"
"3607","Archimedia Solutions Group","Business Products & Services",16.2,0.097,67,2006,"4","MA","Boston","Danvers","archimediasg.com"
"3608","CarData","Advertising & Marketing",4.2,0.097,80,2015,"1","FL","Miami","Pompano Beach","cardata.us"
"3609","Indagare Travel","Travel & Hospitality",33.2,0.097,76,2007,"3","NY","New York City","New York","indagare.com"
"3610","Group Benefit Services","Insurance",3.9,0.097,32,1992,"7","MO","Springfield","Springfield","gbs-tpa.com"
"3611","Ishir","IT System Development",2.5,0.097,48,1999,"2","TX","Dallas","Plano","http://ishir.com"
"3612","Guardian Services","Business Products & Services",3.3,0.097,48,1945,"3","TX","Dallas","Dallas","guardiandallas.com"
"3613","FNB Merchants","Financial Services",9.4,0.097,10,2005,"2","TN","Nashville","Nashville","fnbmerchants.com"
"3614","Amber Green","Food & Beverage",9.5,0.097,128,1980,"4","TX","Houston","Houston","ambergreen.com"
"3615","Worksighted","IT Management",15.2,0.097,74,2000,"8","MI",NA,"Holland","worksighted.com"
"3616","Jake's Heating and Air Conditioning","Construction",3,0.097,24,2007,"1","IN",NA,"Knightstown","http://jakeskeepsyoucool.com"
"3617","Expansion Capital Group","Financial Services",31.3,0.097,70,2013,"2","SD",NA,"Sioux Falls","expansioncapitalgroup.com"
"3618","Zefr","Advertising & Marketing",91.8,0.097,227,2008,"1","CA","Los Angeles","Los Angeles","zefr.com"
"3619","United Fray","Consumer Products & Services",4.3,0.096,17,2010,"4","DC","Washington","Washington","dcfray.com"
"3620","DeVine Consulting","IT System Development",7.1,0.096,55,1999,"2","CA","San Francisco","Fremont","devineco.com"
"3621","Concierge Auctions","Real Estate",40,0.096,120,2008,"6","TX","New York City","Austin","conciergeauctions.com"
"3622","Operative IQ / EMS Technology Solutions","Software",4.4,0.096,15,2007,"1","GA","Atlanta","Austell","operativeiq.com"
"3623","PT Solutions Physical Therapy","Health",88.4,0.096,1102,2003,"5","GA","Atlanta","Atlanta","ptsolutions.com"
"3624","Town Square Mortgage","Financial Services",23.7,0.096,163,2009,"4","TX","Dallas","Dallas","tsmlending.com"
"3625","KwikBoost","Manufacturing",6.4,0.096,25,2010,"2","TX","Dallas","Dallas","kwikboost.com"
"3626","Orion Entrance Control","Manufacturing",9,0.096,38,2009,"1","NH",NA,"Laconia","orioneci.com"
"3627","A & A Plumbing","Construction",2.1,0.096,17,2007,"1","TX","San Antonio","San Antonio","aaplumbingsa.com"
"3628","Gorilla Logic","Software",37.9,0.096,401,2002,"6","CO","Boulder","Boulder","gorillalogic.com"
"3629","ARIIX","Consumer Products & Services",219.8,0.096,315,2011,"4","UT","Ogden-Clearfield","Bountiful","ariix.com"
"3630","RevenueWell","Software",23.7,0.096,104,2010,"2","IL","Chicago","Bannockburn","revenuewell.com"
"3631","AgileEngine","Software",16.5,0.096,290,2000,"4","VA","Washington","Mclean","agileengine.com"
"3632","MedicOne Medical Response","Health",22.7,0.096,470,1999,"5","TX","Dallas","Farmers Branch","medicone.us"
"3633","CGS Business Solutions","IT Management",2.1,0.096,11,2009,"2","CA","Los Angeles","San Juan Capistrano","cgs-it.net"
"3634","FederalConference.com","Business Products & Services",54.9,0.096,68,2006,"3","VA","Washington","Dumfries","federalconference.com"
"3635","Portables","Retail",73.2,0.096,300,1991,"3","VA","Washington","Lorton","attportables.com"
"3636","Lady M Confections Co.","Food & Beverage",32.3,0.096,285,2001,"4","NY","New York City","Long Island City","ladym.com"
"3637","Avionte","Human Resources",26.6,0.096,165,2005,"8","MN","Minneapolis","Eagan","avionte.com"
"3638","MachineLogic","IT Management",4.3,0.096,26,2001,"4","CO","Denver","Englewood","http://machinelogic.com"
"3639","Tropical Smoothie Cafe","Food & Beverage",50.7,0.096,105,1997,"9","GA","Atlanta","Atlanta","tropicalsmoothiecafe.com"
"3640","Iuvo Technologies","IT Management",5.7,0.096,22,2007,"5","MA","Boston","Westford","http://iuvotech.com"
"3641","Southwest Industrial Electric","Construction",3.8,0.096,30,1988,"2","CA","Los Angeles","Los Angeles","southwestelectric.com"
"3642","Saxbys","Food & Beverage",11.1,0.096,671,2005,"4","PA","Philadelphia","Philadelphia","saxbyscoffee.com"
"3643","FireSprint","Consumer Products & Services",3,0.096,19,2007,"1","NE","Omaha-Council Bluffs","Omaha","firesprint.com"
"3644","OSM Worldwide","Logistics & Transportation",117.6,0.096,60,2003,"9","IL","Chicago","Glendale Heights","osmworldwide.com"
"3645","Trusted Nurse Staffing","Health",17.4,0.096,365,2008,"2","NY",NA,"Buffalo","trustednursestaffing.com"
"3646","Paragon Architecture","Business Products & Services",3.9,0.096,17,2010,"3","MO","Springfield","Springfield","paragonarchitecture.com"
"3647","PMsquare","Business Products & Services",10.8,0.095,30,2014,"2","IL","Chicago","Oak Brook","pmsquare.com"
"3648","ARC Contracting","Construction",11.9,0.095,42,2006,"1","WI",NA,"Neenah","http://arccontracting.com"
"3649","Client Savvy","Business Products & Services",2,0.095,11,2004,"1","NC","Raleigh","Raleigh","clientsavvy.com"
"3650","Environmental Works","Environmental Services",29.5,0.095,198,1992,"1","MO","Springfield","Springfield","environmentalworks.com"
"3651","1 Source Business Solutions","Human Resources",154.1,0.095,3048,2010,"4","UT","Salt Lake City","Midvale","1sourcebusiness.com"
"3652","Certent","Software",49.9,0.095,289,2002,"8","CA","Sacramento","Roseville","certent.com"
"3653","Movoto","Real Estate",17.4,0.095,280,2005,"5","CA","San Francisco","San Mateo","movoto.com"
"3654","New Tech Solutions","Government Services",257.3,0.095,39,1997,"4","CA","San Francisco","Fremont","ntsca.com"
"3655","Netgate","Software",15.3,0.095,59,2004,"2","TX","Austin","Austin","netgate.com"
"3656","CMBA Architects","Engineering",14.7,0.095,53,1963,"1","IA",NA,"Sioux City","cmbaarchitects.com"
"3657","TSI","IT Management",4,0.095,37,2010,"5","VA","Washington","Dumfries","tsiva.com"
"3658","Apex Flooring","Construction",8.3,0.095,35,2008,"1","WA","Seattle","Kent","apexflooring.net"
"3659","HR Collaborative","Human Resources",2.2,0.095,25,2013,"1","MI",NA,"Grand Rapids","hrcollaborative.net"
"3660","Advanced Business Solutions","IT Management",13.8,0.095,109,1995,"1","KY","Louisville/Jefferson County","Louisville","advancedbusinesssolutions.com"
"3661","TACG","Government Services",32.3,0.095,190,2006,"4","OH",NA,"Beavercreek","tacgsolutions.com"
"3662","General Materials","Business Products & Services",6.3,0.095,7,2010,"4","GA","Atlanta","Norcross","generalmat.com"
"3663","Kingsgate Logistics","Logistics & Transportation",65.1,0.095,85,1986,"6","OH","Cincinnati","West Chester","kingsgatelogistics.com"
"3664","Mosaic451","Security",21.2,0.095,118,2011,"2","AZ","Phoenix","Phoenix","mosaic451.com"
"3665","Procare Ambulance of Maryland","Health",8.8,0.095,190,2005,"2","MD","Baltimore","Baltimore","procareambulance.net"
"3666","Vision Wireless","Telecommunications",7.5,0.095,90,2003,"1","GA",NA,"Augusta","visionwirelessllc.com"
"3667","Side By Side Stuff","Retail",19.8,0.095,30,2006,"5","MO","Kansas City","Drexel","sidebysidestuff.com"
"3668","GDS Link","Financial Services",14.1,0.095,32,2006,"2","TX","Dallas","Dallas","gdslink.com"
"3669","Alta Vista Technology","Software",4.2,0.095,20,2014,"2","MI","Detroit","Royal Oak","altavistatech.com"
"3670","Coretelligent","IT Management",25.7,0.095,100,2006,"8","MA","Boston","Westwood","coretelligent.com"
"3671","Peepers by PeeperSpecs","Consumer Products & Services",15.7,0.095,38,1993,"7","IN",NA,"Michigan City","http://peepers.com"
"3672","Tempaper","Consumer Products & Services",8.3,0.095,13,2008,"1","NJ","New York City","Brick","tempaper.com"
"3673","EP Wealth Advisors","Financial Services",32.2,0.095,86,2004,"1","CA","Los Angeles","Torrance","epwealth.com"
"3674","Corner Alliance","Government Services",7.8,0.095,34,2007,"7","DC","Washington","Washington","corneralliance.com"
"3675","Coolhaus Ice Cream","Food & Beverage",10.5,0.094,50,2009,"1","CA","Los Angeles","Culver City","cool.haus"
"3676","Qnary","Advertising & Marketing",3,0.094,25,2012,"2","NY","New York City","New York","qnary.com"
"3677","Divisions Maintenance Group","Business Products & Services",262,0.094,324,1999,"5","KY","Cincinnati","Newport","divisionsinc.com"
"3678","YouDecide","Insurance",7.4,0.094,25,1997,"1","GA","Atlanta","Duluth","youdecide.com"
"3679","Utopian Luxury Vacation Homes","Travel & Hospitality",12.2,0.094,40,2011,"4","UT","Salt Lake City","Park City","utopianlvh.com"
"3680","Mainstream Electric, Heating, Cooling & Plumbing","Construction",5.7,0.094,35,2000,"2","ID",NA,"Post Falls","http://866411zapp.com"
"3681","Odyssey Logistics & Technology","Logistics & Transportation",1000,0.094,2400,2003,"1","CT","Bridgeport-Stamford-Norwalk","Danbury","odysseylogistics.com"
"3682","Effective Spend","Advertising & Marketing",3.4,0.094,36,2008,"1","TX","Austin","Austin","effectivespend.com"
"3683","Shepherd Insurance","Insurance",45.3,0.094,344,1977,"6","IN","Indianapolis","Carmel","shepherdins.com"
"3684","""I and Love and You""","Consumer Products & Services",22.2,0.094,24,2014,"1","CO","Boulder","Boulder","http://iandloveandyou.com"
"3685","FastSpring","Software",30.3,0.094,84,2005,"6","CA","Santa Barbara-Santa Maria-Goleta","Santa Barbara","fastspring.com"
"3686","Clearinghouse Community Development Financial Institution","Financial Services",33,0.094,42,1996,"1","CA","Los Angeles","Lake Forest","ccdfi.com"
"3687","Sherlock Services","IT Management",5.2,0.094,25,1991,"1","OH",NA,"Barberton","sherlockservices.com"
"3688","BCDVideo","Security",69.3,0.094,70,1999,"4","IL","Chicago","Buffalo Grove","bcdvideo.com"
"3689","Atria Consulting","Human Resources",3.2,0.094,29,2006,"1","NJ",NA,"Hamilton","http://atriaconsulting.com"
"3690","OPTiMO Information Technology","IT Management",11,0.094,75,2008,"2","PA",NA,"Bloomsburg","optimo-it.com"
"3691","Trademark Hardware","Consumer Products & Services",2.5,0.094,13,2012,"1","NY","New York City","Suffern","tmhardware.com"
"3692","Confirmation.com","Financial Services",36.9,0.094,205,2000,"10","TN","Nashville","Brentwood","confirmation.com"
"3693","Kavayah Solutions","IT System Development",2.4,0.094,12,2006,"1","NJ",NA,"Princeton","http://kavayahsolutions.com"
"3694","Group Management Services","Human Resources",78.5,0.094,275,1996,"2","OH",NA,"Richfield","groupmgmt.com"
"3695","Chef's Depot","Business Products & Services",69.9,0.094,100,1999,"1","NY","New York City","Monsey","culinarydepotinc.com"
"3696","TaiLopez.com","Education",26.9,0.093,37,2013,"1","CA","Los Angeles","West Hollywood","tailopez.com"
"3697","90octane","Advertising & Marketing",8.2,0.093,66,2000,"6","CO",NA,"Denver","90octane.com"
"3698","Krilogy","Financial Services",8.5,0.093,46,2009,"6","MO","St. Louis","St. Louis","krilogy.com"
"3699","4Ever Young Anti Aging Solutions","Health",4.1,0.093,17,2014,"1","FL","Miami","Boca Raton","http://4everyoungantiaging.com"
"3700","Precise Systems","Government Services",54.5,0.093,358,1990,"4","MD",NA,"Lexington Park","goprecise.com"
"3701","Gear","Software",7.3,0.093,1000,2007,"4","CA","San Francisco","San Francisco","gearinc.com"
"3702","The DeWinter Group","Human Resources",64.5,0.093,342,2000,"1","CA","San Jose","Campbell","dewintergroup.com"
"3703","Coast to Coast Pools","Construction",31.8,0.093,27,2000,"5","FL","Sarasota-Bradenton-Venice","Sarasota","http://coasttocoastpools.com"
"3704","Capture Higher Ed","Education",9.2,0.093,78,2011,"5","KY","Louisville/Jefferson County","Louisville","capturehighered.com"
"3705","Blue Coast Savings Consultants","Business Products & Services",5.5,0.093,692,2006,"3","FL",NA,"Key West","bluecoastsavings.com"
"3706","Stratix Systems","IT Management",30.3,0.093,130,1970,"2","PA",NA,"Wyomissing","stratixsystems.com"
"3707","37th Parallel Properties","Real Estate",4.8,0.093,12,2008,"4","VA","Richmond","Richmond","37parallel.com"
"3708","Enterprise Solutions","Human Resources",97.8,0.093,415,2000,"1","IL","Chicago","Naperville","enterprisesolutioninc.com"
"3709","Fortress Building Products","Manufacturing",63.7,0.093,102,2002,"3","TX","Dallas","Garland","fortressbp.com"
"3710","Pivot International","Engineering",83.1,0.093,646,1972,"4","KS","Kansas City","Lenexa","pivotint.com"
"3711","Bhgre Homecity","Real Estate",28.7,0.093,45,1982,"4","TX","Austin","San Antonio","http://homecity.com"
"3712","Wodify Technologies","Software",11.1,0.093,75,2012,"3","PA","Philadelphia","Philadelphia","wodify.com"
"3713","Supply Chain Wizard","Business Products & Services",4.3,0.093,51,2014,"2","NJ","New York City","Princeton","http://supplychainwizard.com"
"3714","W2O Group","Advertising & Marketing",177.6,0.092,721,2001,"11","CA","San Francisco","San Francisco","http://w2ogroup.com"
"3715","Logic20/20","Business Products & Services",34,0.092,182,2005,"3","WA","Seattle","Seattle","logic2020.com"
"3716","Tachyon Technologies","IT System Development",12,0.092,120,2011,"5","TX","Dallas","Irving","tachyontech.com"
